key,0,1,2,3
#,Requirement[0],Requirement[1],,
int32,Quest,Quest,uint32,bit&01
65961,"希望之光",,0,False
66572,,,0,False
67199,,,0,False
69307,"希望之光",,0,False
69604,"玛托雅的洞穴",,0,False
69614,"隼巢",,0,False
69686,"在它的羽翼下",,0,False
69691,"踏破风雪",,0,False
69692,"月球的船员",,0,False
69694,"东风欧洛斯的冷笑",,0,False
69695,"晓月之终途",,0,False
69699,"拯救星球的英雄",,0,False
69700,"这个世界的末日",,0,False
69701,"获得生与死的答案",,0,False
69702,"晓月之终途","是美味还是毒药？",0,False
69713,"月亮的囚徒",,0,False
69714,"前往天外",,0,False
70009,"一流工匠的新工作",,0,False
70010,"美妙的结局","海港的未来",0,True
70057,,,0,False
70115,"英魂安息","仰望苍穹，不断迈进",70000,True
70186,"一段冒险的结束",,0,False
70198,"犹如春夜一梦",,0,False
70297,"相伴到永远",,0,False
70348,"光明的零点",,0,False
70382,"一路向北",,0,False
70387,"跨越长城",,0,False
70392,"苍穹之禁城",,0,False
70393,"红莲之狂潮",,0,False
70502,"一流工匠的新工作",,0,False
70503,"生生不息","打造极致幻鱼术的怪鱼",70786,True
70509,"心连心",,0,False
70515,"乌克·拉玛特眼中的和平",,0,False
70516,"前路皆光明",,0,False
70521,"穿越冥境隧路",,0,False
70523,"一路向北",,0,False
70524,"守护者还是毁灭者",,0,False
70528,"一路向北",,0,False
70535,"最强威爪",,0,False
70536,"友之试炼",,0,False
70537,"一路向北",,0,False
70538,"水下的街巷",,0,False
70546,"飞向亚克特尔树海",,0,False
70547,"黄金之门的另一面",,0,False
70548,"金曦之遗辉",,0,False
70724,"打倒！沙尔托菲特盗贼团！","祭器创造的假象",70495,True
